"conNum","best jaccard (all)","best jaccard (train)","best jaccard (test)","selection (all)","selection (train)","selection (test)","con_selection (all)","con_selection (train)","con_selection (test)","outliers","FCI time","consensus time"
"1",4.5e-08,0.611381017480863,0.605184322802352,0.648739286220861,0.611381017480863,0.605184322802352,0.648739286220861,0.594910389612868,0.594031411629258,0.59886888740653,2998,41.2348,241.171
"2",1.45e-07,0.676575687618798,0.671387338963909,0.707248465066876,0.659551970567098,0.653837351151822,0.693637353697988,0.595832110832173,0.593619939266338,0.607483165229137,5211,41.2348,363.3582
"3",2.45e-07,0.676575687618798,0.671387338963909,0.715606292793567,0.659551970567098,0.653837351151822,0.693637353697988,0.65295327788908,0.645689950530587,0.697078777535854,2830,41.2348,359.2054
"4",3.45e-07,0.843546968561496,0.837398390290668,0.88073426112347,0.843546968561496,0.837398390290668,0.88073426112347,0.820858085707572,0.813623827654958,0.865394416460844,996,41.2348,457.9956
"5",4.45e-07,0.843546968561496,0.837398390290668,0.88073426112347,0.567753185058094,0.562358896098346,0.599752222636405,0.820858085707572,0.813623827654958,0.865394416460844,998,41.2348,467.4203
"6",5.45e-07,0.852854295132721,0.848523083753011,0.878450502184729,0.852854295132721,0.848523083753011,0.878450502184729,0.848409295324465,0.844356943760114,0.872433545911969,1216,41.2348,450.7095
"7",6.45e-07,0.825659285392833,0.820095896901141,0.860438784651097,0.576486427594566,0.570995866904889,0.609190200294433,0.800160735234189,0.794719465398155,0.832773374288429,670,41.2348,406.0808
"8",7.45e-07,0.86905959239669,0.864817281047108,0.896571080221392,0.576486427594566,0.570995866904889,0.609190200294433,0.841822102629231,0.837656529432165,0.866368677546493,602,41.2348,422.7921
"9",8.45e-07,0.866970999009826,0.86336341393038,0.890474418972291,0.576486427594566,0.570995866904889,0.609190200294433,0.839768471261471,0.836226595859027,0.860400728433212,798,41.2348,442.2255
"10",9.45e-07,0.843374573518437,0.839970974254629,0.863126932743008,0.587254498653446,0.581983778266961,0.618681432979244,0.815725131091011,0.813042363992031,0.830892843359635,382,41.2348,412.1166
"11",1.045e-06,0.84862988350821,0.845959688906559,0.863914233923721,0.587254498653446,0.581983778266961,0.618681432979244,0.838450875586268,0.835353088460832,0.856366993543181,346,41.2348,428.6096
"12",1.145e-06,0.84862988350821,0.845959688906559,0.863914233923721,0.587254498653446,0.581983778266961,0.618681432979244,0.838450875586268,0.835353088460832,0.856366993543181,346,41.2348,434.8021
"13",1.245e-06,0.84862988350821,0.845959688906559,0.863914233923721,0.587254498653446,0.581983778266961,0.618681432979244,0.838450875586268,0.835353088460832,0.856366993543181,346,41.2348,433.3935
"14",1.345e-06,0.84862988350821,0.845959688906559,0.863914233923721,0.587254498653446,0.581983778266961,0.618681432979244,0.838450875586268,0.835353088460832,0.856366993543181,346,41.2348,428.9417
"15",1.445e-06,0.879138020846209,0.875062062484985,0.903334988483674,0.595865640496026,0.59012541218029,0.630195267763892,0.866413836454592,0.862083898268883,0.892212059895709,365,41.2348,463.0244
"16",1.545e-06,0.879138020846209,0.875062062484985,0.903334988483674,0.595865640496026,0.59012541218029,0.630195267763892,0.866413836454592,0.862083898268883,0.892212059895709,365,41.2348,458.3054
"17",1.645e-06,0.871427057445486,0.866893559345069,0.898383075007442,0.595865640496026,0.59012541218029,0.630195267763892,0.861596331958544,0.857346212912464,0.886718424887419,302,41.2348,427.9885
"18",1.745e-06,0.860032091200965,0.855456555890935,0.887201916687971,0.595865640496026,0.59012541218029,0.630195267763892,0.84647220841534,0.842354502758212,0.870691840860823,250,41.2348,425.4105
"19",1.845e-06,0.860032091200965,0.855456555890935,0.887201916687971,0.595865640496026,0.59012541218029,0.630195267763892,0.847115736504209,0.843102775418597,0.870691840860823,249,41.2348,409.5429
"20",1.945e-06,0.860032091200965,0.855456555890935,0.887201916687971,0.595865640496026,0.59012541218029,0.630195267763892,0.847115736504209,0.843102775418597,0.870691840860823,249,41.2348,415.7736
