"conNum","best jaccard (all)","best jaccard (train)","best jaccard (test)","selection (all)","selection (train)","selection (test)","con_selection (all)","con_selection (train)","con_selection (test)","outliers","FCI time","consensus time"
"1",4.5e-08,0.671090109312194,0.666205786938315,0.699794520606611,0.671090109312194,0.666205786938315,0.699794520606611,0.503391397634105,0.500953352523858,0.516639159253944,2724,42.8106,321.1946
"2",1.45e-07,0.755413987297606,0.749755930142693,0.789688565620132,0.576388975210427,0.571252307830864,0.606971016286045,0.733234040094185,0.727104705684414,0.77072393860456,1650,42.8106,401.6491
"3",2.45e-07,0.756335618799621,0.751175694117702,0.789721070378661,0.752695983766702,0.746823566163701,0.788239121408618,0.755997106730978,0.750513966894063,0.789134665066191,755,42.8106,439.3504
"4",3.45e-07,0.855049878219641,0.850222615235375,0.885041805497308,0.851453673951014,0.846069436991487,0.883667699859375,0.854959234729799,0.849948063830052,0.885041805497308,787,42.8106,477.6345
"5",4.45e-07,0.871834208410644,0.867449579723542,0.897848746350888,0.831210887111646,0.826311330526063,0.86037532387012,0.86126461723261,0.856246014850785,0.891428867836553,622,42.8106,463.6018
"6",5.45e-07,0.871680952419738,0.867271996641997,0.897848746350888,0.831210887111646,0.826311330526063,0.86037532387012,0.869490953667555,0.865219970270998,0.894961625497358,547,42.8106,470.1055
"7",6.45e-07,0.871680952419738,0.867271996641997,0.897848746350888,0.831210887111646,0.826311330526063,0.86037532387012,0.869490953667555,0.865219970270998,0.894961625497358,547,42.8106,470.9646
"8",7.45e-07,0.871680952419738,0.867271996641997,0.897848746350888,0.840829686486224,0.835652108101943,0.871731466690591,0.869490953667555,0.865219970270998,0.894961625497358,437,42.8106,478.1021
"9",8.45e-07,0.873683635548929,0.870043870564476,0.897848746350888,0.840829686486224,0.835652108101943,0.871731466690591,0.873683635548929,0.870043870564476,0.895147559306157,407,42.8106,492.6929
"10",9.45e-07,0.873683635548929,0.870043870564476,0.897848746350888,0.840829686486224,0.835652108101943,0.871731466690591,0.873683635548929,0.870043870564476,0.895147559306157,407,42.8106,494.6863
"11",1.045e-06,0.873683635548929,0.870043870564476,0.897848746350888,0.840829686486224,0.835652108101943,0.871731466690591,0.873683635548929,0.870043870564476,0.895147559306157,407,42.8106,503.2587
"12",1.145e-06,0.873683635548929,0.870043870564476,0.897774951296409,0.840829686486224,0.835652108101943,0.871731466690591,0.873683635548929,0.870043870564476,0.895147559306157,386,42.8106,503.8605
"13",1.245e-06,0.873683635548929,0.870043870564476,0.897774951296409,0.840829686486224,0.835652108101943,0.871731466690591,0.873683635548929,0.870043870564476,0.895147559306157,386,42.8106,506.4471
"14",1.345e-06,0.873683635548929,0.870043870564476,0.897774951296409,0.840829686486224,0.835652108101943,0.871731466690591,0.873683635548929,0.870043870564476,0.895147559306157,386,42.8106,501.5517
"15",1.445e-06,0.871225892129579,0.866648259276368,0.898464149825901,0.871225892129579,0.866648259276368,0.898464149825901,0.863512324243653,0.859333685381438,0.888193775928978,338,42.8106,503.0415
"16",1.545e-06,0.871225892129579,0.866648259276368,0.898464149825901,0.871225892129579,0.866648259276368,0.898464149825901,0.863512324243653,0.859333685381438,0.888193775928978,339,42.8106,504.0629
"17",1.645e-06,0.871225892129579,0.866648259276368,0.898464149825901,0.871225892129579,0.866648259276368,0.898464149825901,0.863512324243653,0.859333685381438,0.888193775928978,339,42.8106,505.6985
"18",1.745e-06,0.871225892129579,0.866648259276368,0.898464149825901,0.871225892129579,0.866648259276368,0.898464149825901,0.863512324243653,0.859333685381438,0.888193775928978,339,42.8106,504.3024
"19",1.845e-06,0.871087018417294,0.866487393863765,0.898464149825901,0.871087018417294,0.866487393863765,0.898464149825901,0.863447165728971,0.859273854544857,0.888095775778251,293,42.8106,508.9617
"20",1.945e-06,0.871087018417294,0.866487393863765,0.898464149825901,0.58768790898347,0.582342700410246,0.619531483721596,0.863447165728971,0.859273854544857,0.888095775778251,293,42.8106,502.3356
