"conNum","best jaccard","k","selection","k","con-selection","k","outliers","FCI time","consensus time"
"1",5e-09,0.566565328254016,7,0.488835728503885,14,0.429603233979728,3,2062,60.4257,590.6262
"2",2.5e-08,0.488835728503885,14,0.488835728503885,14,0.426289503158503,4,559,60.4257,641.5342
"3",4.5e-08,0.488835728503885,14,0.488835728503885,14,0.443584283647413,4,3682,60.4257,671.8172
"4",6.5e-08,0.559950151485357,13,0.557284718503436,8,0.542863042536983,4,618,60.4257,485.3952
"5",8.5e-08,0.529591360983672,14,0.527286514946807,9,0.513439402174371,5,698,60.4257,501.0341
"6",1.05e-07,0.529591360983672,14,0.527286514946807,9,0.513370213786564,5,698,60.4257,482.1401
"7",1.25e-07,0.597366664982609,5,0.596720746837788,9,0.581117723779918,5,633,60.4257,496.1339
"8",1.45e-07,0.612595287579491,6,0.558547077953761,15,0.596325955971702,6,2006,60.4257,463.795
"9",1.65e-07,0.612595287579491,6,0.558547077953761,15,0.596325955971702,6,2006,60.4257,472.2507
"10",1.85e-07,0.612595287579491,6,0.611374374683346,10,0.596325955971702,6,642,60.4257,477.9173
"11",2.05e-07,0.612595287579491,6,0.611374374683346,10,0.596325955971702,6,642,60.4257,462.6773
"12",2.25e-07,0.612595287579491,6,0.611374374683346,10,0.596325955971702,6,642,60.4257,465.45
"13",2.45e-07,0.612595287579491,6,0.611374374683346,10,0.596325955971702,6,642,60.4257,456.4858
"14",2.65e-07,0.61201592272044,6,0.611374374683346,10,0.604797123474013,6,3067,60.4257,441.9996
"15",2.85e-07,0.611374374683346,10,0.611374374683346,10,0.592465503351729,6,2017,60.4257,473.0047
"16",3.05e-07,0.620668692997013,15,0.618889910942478,10,0.592663928950056,6,1341,60.4257,509.4101
"17",3.25e-07,0.671733304079395,14,0.668798354782344,9,0.652698132081699,5,462,60.4257,430.9917
"18",3.45e-07,0.62474959282078,9,0.4789864378187,34,0.607125508167648,6,1268,60.4257,595.5453
"19",3.65e-07,0.669024539934837,6,0.669024539934837,6,0.658982213879111,6,783,60.4257,551.8024
"20",3.85e-07,0.646249007666931,5,0.646249007666931,5,0.634507730786542,5,806,60.4257,536.2742
"21",4.05e-07,0.667215993831834,9,0.643858798245657,5,0.637828685932073,5,497,60.4257,530.1094
"22",4.25e-07,0.669341210640705,6,0.525746122561702,32,0.667042503375319,6,383,60.4257,497.6083
"23",4.45e-07,0.669341210640705,6,0.525746122561702,32,0.667042503375319,6,383,60.4257,511.489
"24",4.65e-07,0.669341210640705,6,0.525746122561702,32,0.667042503375319,6,383,60.4257,520.4855
"25",4.85e-07,0.669341210640705,6,0.525746122561702,32,0.663200513762671,6,457,60.4257,506.6695
"26",5.05e-07,0.669341210640705,6,0.525746122561702,32,0.663200513762671,6,457,60.4257,508.5504
"27",5.25e-07,0.669341210640705,6,0.522789816120844,33,0.663200513762671,6,473,60.4257,506.3661
"28",5.45e-07,0.669341210640705,6,0.522789816120844,33,0.663200513762671,6,473,60.4257,488.065
"29",5.65e-07,0.664513349775637,6,0.522789816120844,33,0.659902307971764,6,500,60.4257,537.0355
"30",5.85e-07,0.664513349775637,6,0.522789816120844,33,0.659902307971764,6,500,60.4257,539.0115
"31",6.05e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,543.1027
"32",6.25e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,541.4276
"33",6.45e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,569.4102
"34",6.65e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,539.404
"35",6.85e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,535.6229
"36",7.05e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,567.0239
"37",7.25e-07,0.669207932225419,5,0.522789816120844,33,0.668836970806327,5,418,60.4257,536.8439
"38",7.45e-07,0.669559768572265,5,0.523553393443627,32,0.669189813846947,5,455,60.4257,544.8878
"39",7.65e-07,0.669559768572265,5,0.523553393443627,32,0.669189813846947,5,455,60.4257,575.6911
"40",7.85e-07,0.669559768572265,5,0.523553393443627,32,0.669189813846947,5,455,60.4257,547.2808
"41",8.05e-07,0.669559768572265,5,0.523553393443627,32,0.669189813846947,5,455,60.4257,544.8809
"42",8.25e-07,0.67550658321889,6,0.526506753740919,31,0.674323200826409,5,401,60.4257,546.7213
"43",8.45e-07,0.67550658321889,6,0.526506753740919,31,0.674323200826409,5,401,60.4257,522.3564
"44",8.65e-07,0.67550658321889,6,0.526506753740919,31,0.674323200826409,5,401,60.4257,516.6077
"45",8.85e-07,0.67550658321889,6,0.526506753740919,31,0.674398341307687,5,401,60.4257,545.8002
"46",9.05e-07,0.67550658321889,6,0.526506753740919,31,0.674398341307687,5,401,60.4257,520.516
"47",9.25e-07,0.67550658321889,6,0.526506753740919,31,0.674398341307687,5,401,60.4257,514.3271
"48",9.45e-07,0.67550658321889,6,0.526506753740919,31,0.674398341307687,5,401,60.4257,544.4519
"49",9.65e-07,0.676584387468415,7,0.526506753740919,31,0.674398341307687,5,387,60.4257,518.5726
"50",9.85e-07,0.676584387468415,7,0.526506753740919,31,0.674398341307687,5,387,60.4257,513.9027
"51",1.005e-06,0.676584387468415,7,0.526506753740919,31,0.674398341307687,5,387,60.4257,546.593
"52",1.025e-06,0.676692654217405,7,0.526506753740919,31,0.674505275562431,5,387,60.4257,537.7053
"53",1.045e-06,0.674214012723,5,0.524900550663245,32,0.673274199982264,5,367,60.4257,527.0459
"54",1.065e-06,0.674214012723,5,0.524900550663245,32,0.673274199982264,5,367,60.4257,556.5838
"55",1.085e-06,0.674214012723,5,0.524900550663245,32,0.673274199982264,5,367,60.4257,529.4148
"56",1.105e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,514.6496
"57",1.125e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,544.568
"58",1.145e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,531.5116
"59",1.165e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,508.9321
"60",1.185e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,534.076
"61",1.205e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,539.2603
"62",1.225e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,511.4134
"63",1.245e-06,0.671565462180582,6,0.521638894435564,33,0.670623408581359,6,365,60.4257,507.1735
"64",1.265e-06,0.671565462180582,6,0.521638894435564,33,0.670743744934047,6,365,60.4257,540.977
"65",1.285e-06,0.671565462180582,6,0.521638894435564,33,0.670743744934047,6,365,60.4257,530.3894
"66",1.305e-06,0.672746422785138,6,0.521638894435564,33,0.670986411857474,6,433,60.4257,508.0745
"67",1.325e-06,0.672710438590434,6,0.521638894435564,33,0.670951204670606,6,433,60.4257,547.9626
"68",1.345e-06,0.672710438590434,6,0.521638894435564,33,0.670951204670606,6,433,60.4257,534.1198
"69",1.365e-06,0.672710438590434,6,0.521638894435564,33,0.670951204670606,6,433,60.4257,354.2879
"70",1.385e-06,0.672710438590434,6,0.521638894435564,33,0.670951204670606,6,433,60.4257,372.6722
"71",1.405e-06,0.672710438590434,6,0.521638894435564,33,0.670951204670606,6,433,60.4257,353.8396
"72",1.425e-06,0.672662197774593,6,0.521638894435564,33,0.670827159512677,6,710,60.4257,377.4344
"73",1.445e-06,0.672662197774593,6,0.521638894435564,33,0.670827159512677,6,710,60.4257,359.3398
"74",1.465e-06,0.672662197774593,6,0.521638894435564,33,0.670827159512677,6,710,60.4257,376.8325
"75",1.485e-06,0.672662197774593,6,0.521638894435564,33,0.670827159512677,6,710,60.4257,362.9657
"76",1.505e-06,0.672662197774593,6,0.521638894435564,33,0.670827159512677,6,710,60.4257,358.9413
"77",1.525e-06,0.671902267580245,6,0.563328215050449,32,0.670295038730415,6,420,60.4257,376.4907
"78",1.545e-06,0.672345247303945,6,0.563328215050449,32,0.672345247303945,6,399,60.4257,358.2989
"79",1.565e-06,0.672345247303945,6,0.563328215050449,32,0.672345247303945,6,399,60.4257,378.471
"80",1.585e-06,0.672345247303945,6,0.563328215050449,32,0.672345247303945,6,399,60.4257,357.5121
"81",1.605e-06,0.67235832115853,6,0.563328215050449,32,0.67235832115853,6,451,60.4257,377.3952
"82",1.625e-06,0.67235832115853,6,0.563328215050449,32,0.67235832115853,6,451,60.4257,355.4623
"83",1.645e-06,0.67235832115853,6,0.563328215050449,32,0.67235832115853,6,451,60.4257,378.569
"84",1.665e-06,0.67235832115853,6,0.563328215050449,32,0.67235832115853,6,451,60.4257,359.3873
"85",1.685e-06,0.67235832115853,6,0.563328215050449,32,0.67235832115853,6,451,60.4257,390.411
"86",1.705e-06,0.67235832115853,6,0.563328215050449,32,0.67235832115853,6,451,60.4257,370.1988
"87",1.725e-06,0.672327372826377,6,0.563328215050449,32,0.672327372826377,6,423,60.4257,371.6004
"88",1.745e-06,0.672327372826377,6,0.563328215050449,32,0.672327372826377,6,423,60.4257,390.5413
"89",1.765e-06,0.672327372826377,6,0.563328215050449,32,0.672327372826377,6,423,60.4257,371.4432
"90",1.785e-06,0.672327372826377,6,0.563328215050449,32,0.672327372826377,6,423,60.4257,392.9647
"91",1.805e-06,0.672327372826377,6,0.563328215050449,32,0.672327372826377,6,423,60.4257,371.3795
"92",1.825e-06,0.672327372826377,6,0.563328215050449,32,0.672327372826377,6,423,60.4257,392.2234
"93",1.845e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,372.8466
"94",1.865e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,393.6321
"95",1.885e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,377.3179
"96",1.905e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,367.8097
"97",1.925e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,390.1309
"98",1.945e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,369.43
"99",1.965e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,388.9636
"100",1.985e-06,0.672562888056021,6,0.563328215050449,32,0.6724873664067,6,387,60.4257,367.4422
