"conNum","best jaccard (all)","best jaccard (train)","best jaccard (test)","selection (all)","selection (train)","selection (test)","con_selection (all)","con_selection (train)","con_selection (test)","outliers","FCI time","consensus time"
"1",4.5e-08,0.579743569665089,0.577798883841976,0.592092239595498,0.456853259992978,0.455570459863569,0.462628056337453,0.534841492006635,0.532747155584134,0.545890754550128,2200,42.8558,314.1612
"2",1.45e-07,0.835174532708781,0.828478273525582,0.875875526442403,0.835174532708781,0.828478273525582,0.875875526442403,0.785670424642635,0.778832124984126,0.827345903511884,1136,42.8558,403.3686
"3",2.45e-07,0.852224943810615,0.846042038382456,0.889603194355463,0.85138235756698,0.845527866407428,0.886646264860999,0.823359667667262,0.81710399643874,0.861197492695206,690,42.8558,423.2597
"4",3.45e-07,0.86186480307508,0.856739634103094,0.89253297104516,0.854883375314118,0.849262640223332,0.888651909477107,0.83368687928688,0.828261728002633,0.86621127813657,729,42.8558,415.2597
"5",4.45e-07,0.874805581621545,0.87072076575916,0.898962772349615,0.841790678251641,0.837143301105669,0.869420385641611,0.863244842426256,0.858103732760972,0.894127728472572,505,42.8558,504.6687
"6",5.45e-07,0.874805581621545,0.87072076575916,0.898962772349615,0.841790678251641,0.837143301105669,0.869420385641611,0.863244842426256,0.858103732760972,0.894127728472572,505,42.8558,507.8715
"7",6.45e-07,0.877442270805624,0.873600962179212,0.900090877798885,0.841790678251641,0.837143301105669,0.869420385641611,0.871311168257919,0.867471175720907,0.894018642810942,451,42.8558,514.8349
"8",7.45e-07,0.877442270805624,0.873600962179212,0.900090877798885,0.851636022342484,0.846706002333613,0.881029784310185,0.871311168257919,0.867471175720907,0.894018642810942,332,42.8558,519.161
"9",8.45e-07,0.876032664936836,0.872291977343698,0.898045547408127,0.851636022342484,0.846706002333613,0.881029784310185,0.869915012757413,0.866175728302734,0.891983046381011,322,42.8558,521.7184
"10",9.45e-07,0.875586761625733,0.872045956487711,0.898045547408127,0.851636022342484,0.846706002333613,0.881029784310185,0.869126298414591,0.864920111349414,0.894080546141712,349,42.8558,513.1341
"11",1.045e-06,0.875586761625733,0.872045956487711,0.898045547408127,0.851636022342484,0.846706002333613,0.881029784310185,0.869154875181101,0.864953234861132,0.894080546141712,349,42.8558,519.3295
"12",1.145e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.870554978171295,0.8662517972613,0.896127181070805,289,42.8558,513.1648
"13",1.245e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.87083264119303,0.866573526406277,0.896127181070805,282,42.8558,513.5884
"14",1.345e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.87083264119303,0.866573526406277,0.896127181070805,282,42.8558,513.0789
"15",1.445e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.87083264119303,0.866573526406277,0.896127181070805,264,42.8558,530.1708
"16",1.545e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.87083264119303,0.866573526406277,0.896127181070805,264,42.8558,540.924
"17",1.645e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.87083264119303,0.866573526406277,0.896127181070805,264,42.8558,539.1106
"18",1.745e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.605391125806245,0.599890594312709,0.638233989033355,0.87083264119303,0.866573526406277,0.896127181070805,264,42.8558,535.1727
"19",1.845e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.611949095763673,0.606437444450695,0.644849879353702,0.87083264119303,0.866573526406277,0.896127181070805,277,42.8558,535.997
"20",1.945e-06,0.87699557439936,0.873357722941871,0.900090877798885,0.615743350334714,0.610023452980405,0.649810475108114,0.87083264119303,0.866573526406277,0.896127181070805,277,42.8558,539.0635
