"conNum","best jaccard","k","selection","k","con-selection","k","outliers","FCI time","consensus time"
"1",5e-09,0.559610631071228,4,0.482463948732322,9,0.552844653278699,4,785,59.4548,722.5528
"2",2.5e-08,0.596365792106857,14,0.593961179719142,5,0.578122031087583,5,556,59.4548,507.6785
"3",4.5e-08,0.612980557480893,15,0.509644456188213,33,0.59577172359841,6,815,59.4548,520.0115
"4",6.5e-08,0.612980557480893,15,0.509644456188213,33,0.59509233515445,6,826,59.4548,497.3027
"5",8.5e-08,0.612980557480893,15,0.509644456188213,33,0.594338456839972,6,833,59.4548,475.6899
"6",1.05e-07,0.671995319697556,6,0.66810426675632,9,0.656975984355843,5,487,59.4548,510.2175
"7",1.25e-07,0.671995319697556,6,0.66813985967182,9,0.656975984355843,5,492,59.4548,526.1654
"8",1.45e-07,0.671995319697556,6,0.66813985967182,9,0.656975984355843,5,492,59.4548,508.4985
"9",1.65e-07,0.671770935979712,14,0.6683531964165,9,0.657082898660976,5,467,59.4548,528.5481
"10",1.85e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,543.1788
"11",2.05e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,534.8549
"12",2.25e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,534.3741
"13",2.45e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,544.6113
"14",2.65e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,535.2902
"15",2.85e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,533.3341
"16",3.05e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,545.2512
"17",3.25e-07,0.671733304079395,14,0.668798354782344,9,0.657082898660976,5,468,59.4548,533.182
"18",3.45e-07,0.671733304079395,14,0.668798354782344,9,0.666443576360375,5,338,59.4548,536.1105
"19",3.65e-07,0.671733304079395,14,0.668798354782344,9,0.666443576360375,5,338,59.4548,546.1959
"20",3.85e-07,0.671714923640209,14,0.565818665817907,32,0.666443576360375,5,338,59.4548,536.9251
"21",4.05e-07,0.671714923640209,14,0.565818665817907,32,0.666443576360375,5,338,59.4548,547.1477
"22",4.25e-07,0.671714923640209,14,0.565818665817907,32,0.666586324394089,5,338,59.4548,534.342
"23",4.45e-07,0.668748854537711,14,0.563076016646066,32,0.663262053356791,5,338,59.4548,538.8322
"24",4.65e-07,0.668748854537711,14,0.563076016646066,32,0.663262053356791,5,338,59.4548,547.8489
"25",4.85e-07,0.668748854537711,14,0.563076016646066,32,0.663262053356791,5,341,59.4548,532.9494
"26",5.05e-07,0.668748854537711,14,0.563076016646066,32,0.663262053356791,5,341,59.4548,543.9998
"27",5.25e-07,0.668748854537711,14,0.563076016646066,32,0.663262053356791,5,341,59.4548,529.7543
"28",5.45e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,543.6305
"29",5.65e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,538.9156
"30",5.85e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,536.9013
"31",6.05e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,544.0924
"32",6.25e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,532.4303
"33",6.45e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,539.0544
"34",6.65e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,534.9883
"35",6.85e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,525.0693
"36",7.05e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,536.1285
"37",7.25e-07,0.671714923640209,14,0.565818665817907,32,0.666032077656399,5,341,59.4548,522.9854
"38",7.45e-07,0.671714923640209,14,0.565818665817907,32,0.663739747936987,5,342,59.4548,510.2998
"39",7.65e-07,0.670655633377151,14,0.565217818752089,33,0.662576716914242,5,341,59.4548,495.1289
"40",7.85e-07,0.670655633377151,14,0.565217818752089,33,0.662576716914242,5,341,59.4548,491.9386
"41",8.05e-07,0.670655633377151,14,0.565217818752089,33,0.662777507981418,5,332,59.4548,476.8159
"42",8.25e-07,0.66864669114901,14,0.565217818752089,33,0.667565239280091,5,283,59.4548,426.3921
"43",8.45e-07,0.66864669114901,14,0.565217818752089,33,0.667565239280091,5,283,59.4548,435.5411
