"conNum","best jaccard","k","selection","k","con-selection","k","outliers","FCI time","consensus time"
"1",5e-09,0.642782755195481,4,0.4830146786896,9,0.633974677365498,4,2102,59.3686,533.4287
"2",2.5e-08,0.641077424935453,4,0.552057858220331,8,0.631270066558928,4,1921,59.3686,560.3894
"3",4.5e-08,0.666523950278609,5,0.589774468112771,9,0.648505754923033,5,1945,59.3686,500.614
"4",6.5e-08,0.675536523693386,5,0.596365792106857,14,0.662849171683523,5,1852,59.3686,588.4289
"5",8.5e-08,0.675536523693386,5,0.596365792106857,14,0.66277223857793,5,1853,59.3686,594.2219
"6",1.05e-07,0.596365792106857,14,0.596365792106857,14,0.586778817842051,5,485,59.3686,561.4134
"7",1.25e-07,0.678038807084654,5,0.630405897103327,15,0.662689570925921,5,1567,59.3686,571.9863
"8",1.45e-07,0.676865608213297,5,0.630405897103327,15,0.584448833223811,5,2924,59.3686,538.3028
"9",1.65e-07,0.676865608213297,5,0.628703023110636,15,0.584448833223811,5,1891,59.3686,551.7764
"10",1.85e-07,0.676394144345951,5,0.628703023110636,15,0.592152358512676,5,1749,59.3686,552.7493
"11",2.05e-07,0.676394144345951,5,0.628875455449427,15,0.676394144345951,5,285,59.3686,542.7577
"12",2.25e-07,0.676394144345951,5,0.628875455449427,15,0.676394144345951,5,285,59.3686,549.3206
"13",2.45e-07,0.676394144345951,5,0.524214838745408,33,0.676394144345951,5,285,59.3686,546.4632
"14",2.65e-07,0.676394144345951,5,0.524214838745408,33,0.676394144345951,5,285,59.3686,542.2093
"15",2.85e-07,0.676394144345951,5,0.525746122561702,32,0.676394144345951,5,285,59.3686,549.447
"16",3.05e-07,0.676394144345951,5,0.525746122561702,32,0.667778211319983,5,487,59.3686,541.6226
"17",3.25e-07,0.679134521034253,6,0.525865313174311,32,0.667174426035315,5,544,59.3686,551.7267
"18",3.45e-07,0.679134521034253,6,0.525865313174311,32,0.667174426035315,5,544,59.3686,563.0987
"19",3.65e-07,0.679134521034253,6,0.525865313174311,32,0.667174426035315,5,544,59.3686,557.9502
"20",3.85e-07,0.679134521034253,6,0.525865313174311,32,0.675783071786083,5,324,59.3686,570.0568
"21",4.05e-07,0.679134521034253,6,0.525865313174311,32,0.675783071786083,5,324,59.3686,561.8389
"22",4.25e-07,0.679134521034253,6,0.525865313174311,32,0.677326540033648,5,296,59.3686,558.6163
"23",4.45e-07,0.679134521034253,6,0.525865313174311,32,0.677326540033648,5,296,59.3686,568.5201
"24",4.65e-07,0.679134521034253,6,0.525865313174311,32,0.677326540033648,5,296,59.3686,562.9897
"25",4.85e-07,0.679134521034253,6,0.525865313174311,32,0.677326540033648,5,296,59.3686,558.4678
"26",5.05e-07,0.679134521034253,6,0.525865313174311,32,0.677326540033648,5,296,59.3686,566.6251
"27",5.25e-07,0.679134521034253,6,0.525865313174311,32,0.677326540033648,5,296,59.3686,550.7903
"28",5.45e-07,0.679242795529661,6,0.525865313174311,32,0.677434594552773,5,294,59.3686,541.2963
"29",5.65e-07,0.680009779960792,5,0.525865313174311,32,0.677509163060397,5,292,59.3686,565.3137
"30",5.85e-07,0.680009779960792,5,0.525865313174311,32,0.677509163060397,5,292,59.3686,548.4425
"31",6.05e-07,0.680009779960792,5,0.525865313174311,32,0.677509163060397,5,292,59.3686,545.0437
"32",6.25e-07,0.680009779960792,5,0.525865313174311,32,0.677509163060397,5,292,59.3686,563.4485
"33",6.45e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,546.9608
"34",6.65e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,566.702
"35",6.85e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,558.7937
"36",7.05e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,547.9364
"37",7.25e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,565.7518
"38",7.45e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,552.4447
"39",7.65e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,547.2576
"40",7.85e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,565.2756
"41",8.05e-07,0.680045938789131,5,0.525865313174311,32,0.677545244992346,5,289,59.3686,546.0888
"42",8.25e-07,0.680045938789131,5,0.525865313174311,32,0.679356323313426,5,284,59.3686,535.5894
"43",8.45e-07,0.680045938789131,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,557.3234
"44",8.65e-07,0.680045938789131,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,538.478
"45",8.85e-07,0.680045938789131,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,537.1955
"46",9.05e-07,0.680045938789131,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,556.7797
"47",9.25e-07,0.680045938789131,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,536.9545
"48",9.45e-07,0.680045938789131,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,532.7447
"49",9.65e-07,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,556.8568
"50",9.85e-07,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,538.4515
"51",1.005e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,536.4554
"52",1.025e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,556.1012
"53",1.045e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,538.7798
"54",1.065e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,537.1973
"55",1.085e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,556.2597
"56",1.105e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,538.6114
"57",1.125e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,534.5795
"58",1.145e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,555.1458
"59",1.165e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,540.2869
"60",1.185e-06,0.67951815579515,5,0.527753578546065,31,0.679356323313426,5,284,59.3686,535.001
"61",1.205e-06,0.679737958359169,5,0.527753578546065,31,0.679333543365073,5,240,59.3686,558.5272
"62",1.225e-06,0.679737958359169,5,0.569748263569085,30,0.679333543365073,5,240,59.3686,543.3672
"63",1.245e-06,0.679737958359169,5,0.569748263569085,30,0.679333543365073,5,240,59.3686,532.3101
"64",1.265e-06,0.679359387906592,5,0.569748263569085,30,0.679027657300425,5,240,59.3686,558.5224
"65",1.285e-06,0.679359387906592,5,0.569748263569085,30,0.679027657300425,5,240,59.3686,541.7331
"66",1.305e-06,0.679359387906592,5,0.569748263569085,30,0.679027657300425,5,240,59.3686,535.8172
