"conNum","best jaccard (all)","best jaccard (train)","best jaccard (test)","selection (all)","selection (train)","selection (test)","con_selection (all)","con_selection (train)","con_selection (test)","outliers","FCI time","consensus time"
"1",4.5e-08,0.736354699326129,0.731103845809911,0.767627886825243,0.636080628555206,0.629787218323188,0.67417246007598,0.693512940706462,0.689571001121373,0.716342734703653,3205,43.0442,278.1167
"2",1.45e-07,0.783374000346243,0.778613781341986,0.812342720330266,0.663944256452816,0.659571229351233,0.689283907964356,0.75761905026172,0.751101032640224,0.797405705459367,3301,43.0442,346.624
"3",2.45e-07,0.778194745713419,0.774035155705308,0.80263812518719,0.778194745713419,0.774035155705308,0.80263812518719,0.743514230500445,0.738305903346319,0.774362470072855,2600,43.0442,360.9309
"4",3.45e-07,0.799612944367791,0.796063284169065,0.820072738204405,0.784040851706933,0.780610201758055,0.803685055594844,0.774450919543848,0.771563154701344,0.790727386697651,1478,43.0442,406.7496
"5",4.45e-07,0.828791214342662,0.824837586978297,0.851905917282327,0.813563140412427,0.809558594280949,0.83691219942808,0.796785694876545,0.793825713170407,0.813614370313827,1504,43.0442,439.3131
"6",5.45e-07,0.828791214342662,0.824837586978297,0.851905917282327,0.813563140412427,0.809558594280949,0.83691219942808,0.796785694876545,0.793825713170407,0.813614370313827,1504,43.0442,444.8844
"7",6.45e-07,0.832118988470832,0.828673774652495,0.852042959005256,0.832118988470832,0.828673774652495,0.852042959005256,0.82280077633606,0.818478469887853,0.848396452623054,1438,43.0442,444.7167
"8",7.45e-07,0.813245008452719,0.809776117008579,0.833266273526815,0.813245008452719,0.809776117008579,0.833266273526815,0.803570034914227,0.79943713537052,0.82778726675334,643,43.0442,451.4985
"9",8.45e-07,0.813245008452719,0.809776117008579,0.833266273526815,0.813245008452719,0.809776117008579,0.833266273526815,0.803570034914227,0.79943713537052,0.82778726675334,643,43.0442,450.2155
"10",9.45e-07,0.859143304239037,0.854335380338635,0.887773006915596,0.859143304239037,0.854335380338635,0.887773006915596,0.833530221509222,0.827097466737592,0.872551873482698,684,43.0442,514.9563
"11",1.045e-06,0.863657108810454,0.858576942063218,0.894082089652922,0.863657108810454,0.858576942063218,0.894027817618594,0.853112365403117,0.847100953437207,0.889473887664773,605,43.0442,518.4635
"12",1.145e-06,0.867276473485682,0.862446259709609,0.896074811679005,0.833017170395488,0.828495828249266,0.85980859902881,0.843338816156853,0.837659754569571,0.877533281134329,622,43.0442,513.8538
"13",1.245e-06,0.867276473485682,0.862446259709609,0.896074811679005,0.833017170395488,0.828495828249266,0.85980859902881,0.843338816156853,0.837659754569571,0.877533281134329,622,43.0442,514.6188
"14",1.345e-06,0.859260107400848,0.853894861033454,0.891558740997596,0.833596955756766,0.829164394433997,0.859821533553477,0.852958361799183,0.847654571078916,0.88488720106204,605,43.0442,511.5144
"15",1.445e-06,0.867120411078156,0.862109554317469,0.899712350664381,0.846715408786955,0.841318441456543,0.879122778603503,0.860715498820418,0.855369312325378,0.892947485929658,540,43.0442,508.9755
"16",1.545e-06,0.868874989982764,0.864261998322045,0.898702910139353,0.846715408786955,0.841318441456543,0.879122778603503,0.868874989982764,0.864261998322045,0.896473645404097,542,43.0442,508.0267
"17",1.645e-06,0.868874989982764,0.864261998322045,0.898702910139353,0.593400081570303,0.588227034434004,0.624278697942234,0.868874989982764,0.864261998322045,0.896473645404097,436,43.0442,501.954
"18",1.745e-06,0.868874989982764,0.864261998322045,0.898702910139353,0.593400081570303,0.588227034434004,0.624278697942234,0.868874989982764,0.864261998322045,0.896473645404097,436,43.0442,503.8848
"19",1.845e-06,0.868874989982764,0.864261998322045,0.898702910139353,0.593400081570303,0.588227034434004,0.624278697942234,0.868874989982764,0.864261998322045,0.896473645404097,436,43.0442,505.7534
"20",1.945e-06,0.873244901800622,0.868463805400558,0.901974108903369,0.593400081570303,0.588227034434004,0.624278697942234,0.870378427542684,0.865833809442251,0.897595627126473,339,43.0442,518.6054
